#  Energy [MeV]      gamma [b]    neutron [b]     proton [b]      alpha [b]
   8.898721e-01   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00
   9.003200e-01   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00
   9.118200e-01   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00
   9.244780e-01   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00
   9.384105e-01   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00
   9.537460e-01   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00
   9.706257e-01   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00
   9.892050e-01   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00
   1.009655e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00
   1.032165e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00
   1.056941e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00
   1.084211e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00
   1.114228e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00
   1.147267e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00
   1.183634e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00
   1.223662e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00
   1.267720e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00
   1.316215e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00
   1.369593e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00
   1.428346e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00
   1.493016e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00
   1.564197e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00
   1.642545e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00
   1.728783e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00
   1.823704e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00
   1.928184e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00
   2.043183e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00
   2.169763e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00
   2.309089e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00
   2.462443e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00
   2.631240e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00
   2.817034e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00
   3.021535e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00
   3.246629e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00
   3.494389e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00
   3.767097e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00
   4.067264e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00
   4.397657e+00   1.246117e-16   0.000000e+00   0.000000e+00   0.000000e+00
   4.761319e+00   3.642624e-15   0.000000e+00   0.000000e+00   0.000000e+00
   5.161599e+00   9.195491e-14   0.000000e+00   0.000000e+00   0.000000e+00
   5.549314e+00   1.445023e-12   0.000000e+00   0.000000e+00   1.426515e-25
   5.580155e+00   1.774635e-12   0.000000e+00   0.000000e+00   2.453048e-25
   5.602185e+00   1.717954e-12   3.337075e-13   0.000000e+00   2.764194e-25
   6.721263e+00   6.207556e-12   1.138957e-09   0.000000e+00   1.335589e-21
