#  Energy [MeV]      gamma [b]    neutron [b]     proton [b]      alpha [b]
   2.250147e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00
   2.374711e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00
   2.509642e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00
   2.655804e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00
   2.814132e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00
   2.985638e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00
   3.171419e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00
   3.372664e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00
   3.590659e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00
   3.826798e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00
   4.082592e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00
   4.359677e+00   5.641914e-17   0.000000e+00   0.000000e+00   0.000000e+00
   4.659825e+00   1.232632e-15   0.000000e+00   0.000000e+00   0.000000e+00
   4.984955e+00   1.973481e-14   0.000000e+00   0.000000e+00   0.000000e+00
   5.337147e+00   2.818733e-13   0.000000e+00   0.000000e+00   0.000000e+00
   5.718654e+00   3.695236e-12   0.000000e+00   0.000000e+00   4.003107e-24
   6.131914e+00   4.430818e-11   0.000000e+00   0.000000e+00   9.569096e-22
   6.579572e+00   4.843659e-10   0.000000e+00   0.000000e+00   1.592886e-19
   7.064490e+00   4.811784e-09   0.000000e+00   0.000000e+00   1.890916e-17
   7.517421e+00   3.250981e-08   0.000000e+00   1.200293e-23   9.097000e-16
   7.553450e+00   3.751884e-08   0.000000e+00   8.094309e-23   1.211857e-15
   7.579185e+00   3.913950e-08   2.386767e-09   3.025584e-22   1.329271e-15
   7.610753e+00   3.669606e-08   1.028682e-08   9.010577e-22   1.293978e-15
   7.645571e+00   3.882996e-08   1.496465e-08   2.612801e-21   1.513297e-15
   7.683973e+00   4.266632e-08   1.971699e-08   8.302116e-21   1.872704e-15
   7.726328e+00   4.770353e-08   2.564109e-08   2.827375e-20   2.385657e-15
   7.773044e+00   3.884050e-08   4.855796e-08   7.958549e-20   1.843157e-15
   7.824568e+00   4.036363e-08   6.562328e-08   2.536292e-19   2.156096e-15
   7.881397e+00   3.533627e-08   9.550401e-08   7.073290e-19   2.542317e-15
   7.944076e+00   3.631408e-08   1.281056e-07   2.269678e-18   3.340198e-15
   8.013207e+00   2.847415e-08   1.822587e-07   4.938674e-18   3.448693e-15
   8.089455e+00   2.415552e-08   2.517245e-07   1.220134e-17   3.769884e-15
   8.173552e+00   2.260471e-08   3.467818e-07   3.185729e-17   4.740237e-15
   8.266306e+00   2.501429e-08   4.814917e-07   1.104143e-16   6.761729e-15
   8.368608e+00   2.869261e-08   6.834774e-07   3.853655e-16   1.042279e-14
   8.481442e+00   3.432332e-08   9.937352e-07   1.430314e-15   1.748447e-14
   8.605892e+00   4.158277e-08   1.483765e-06   5.514276e-15   3.247510e-14
   8.743153e+00   5.555496e-08   2.273308e-06   2.185997e-14   6.404633e-14
   8.894543e+00   7.751716e-08   3.584005e-06   8.822535e-14   1.339397e-13
   9.061519e+00   1.135675e-07   5.818783e-06   3.578307e-13   2.942554e-13
   9.448806e+00   2.441277e-07   1.681834e-05   5.638859e-12   1.741316e-12
   1.019247e+01   1.083744e-06   1.029621e-04   3.285127e-10   3.887295e-11
   1.119025e+01   5.944446e-06   7.931696e-04   1.290825e-08   1.074762e-09
   1.252898e+01   3.196965e-05   6.935369e-03   3.056092e-07   2.724332e-08
   1.432518e+01   1.507171e-04   5.416018e-02   6.258711e-06   4.995711e-07
   1.673516e+01   4.373560e-04   2.438331e-01   7.538938e-05   4.774932e-06
   1.996867e+01   6.334526e-04   5.014980e-01   3.609473e-04   2.882601e-05
   2.430710e+01   5.348747e-04   5.443629e-01   8.391741e-04   1.041202e-04
   3.012803e+01   3.893982e-04   4.526836e-01   1.378924e-03   2.462680e-04
   3.793805e+01   3.003362e-04   3.592477e-01   2.017864e-03   4.713586e-04
